book,chapter,verse,text,preprocessed_text,label
luke,13.0,16.0,ταυτην δε θυγατερα αβρααμ ουσαν ην εδησεν ο σατανας ιδου δεκα και οκτω ετη ουκ εδει λυθηναι απο του δεσμου τουτου τη ημερα του σαββατου,ταυτην δε θυγατερα αβρααμ ουσαν ην εδησεν ο σατανας ιδου δεκα και οκτω ετη ουκ εδει λυθηναι απο του δεσμου τουτου τη ημερα του σαββατου,0
luke,13.0,17.0,και ταυτα λεγοντος αυτου κατησχυνοντο παντες οι αντικειμενοι αυτω και πας ο οχλος εχαιρεν επι πασιν τοις ενδοξοις τοις γινομενοις υπ αυτου,και ταυτα λεγοντος αυτου κατησχυνοντο παντες οι αντικειμενοι αυτω και πας ο οχλος εχαιρεν επι πασιν τοις ενδοξοις τοις γινομενοις υπ αυτου,0
luke,13.0,18.0,ελεγεν δε τινι ομοια εστιν η βασιλεια του θεου και τινι ομοιωσω αυτην,ελεγεν δε τινι ομοια εστιν η βασιλεια του θεου και τινι ομοιωσω αυτην,0
luke,13.0,19.0,ομοια εστιν κοκκω σιναπεως ον λαβων ανθρωπος εβαλεν εις κηπον εαυτου και ηυξησεν και εγενετο εις δενδρον μεγα και τα πετεινα του ουρανου κατεσκηνωσεν εν τοις κλαδοις αυτου,ομοια εστιν κοκκω σιναπεως ον λαβων ανθρωπος εβαλεν εις κηπον εαυτου και ηυξησεν και εγενετο εις δενδρον μεγα και τα πετεινα του ουρανου κατεσκηνωσεν εν τοις κλαδοις αυτου,0
luke,13.0,20.0,και παλιν ειπεν τινι ομοιωσω την βασιλειαν του θεου,και παλιν ειπεν τινι ομοιωσω την βασιλειαν του θεου,0
luke,13.0,21.0,ομοια εστιν ζυμη ην λαβουσα γυνη ενεκρυψεν εις αλευρου σατα τρια εως ου εζυμωθη ολον,ομοια εστιν ζυμη ην λαβουσα γυνη ενεκρυψεν εις αλευρου σατα τρια εως ου εζυμωθη ολον,0
luke,13.0,22.0,και διεπορευετο κατα πολεις και κωμας διδασκων και πορειαν ποιουμενος εις ιερουσαλημ,και διεπορευετο κατα πολεις και κωμας διδασκων και πορειαν ποιουμενος εις ιερουσαλημ,0
luke,13.0,23.0,ειπεν δε τις αυτω κυριε ει ολιγοι οι σωζομενοι ο δε ειπεν προς αυτους,ειπεν δε τις αυτω κυριε ει ολιγοι οι σωζομενοι ο δε ειπεν προς αυτους,0
luke,13.0,24.0,αγωνιζεσθε εισελθειν δια της στενης πυλης οτι πολλοι λεγω υμιν ζητησουσιν εισελθειν και ουκ ισχυσουσιν,αγωνιζεσθε εισελθειν δια της στενης πυλης οτι πολλοι λεγω υμιν ζητησουσιν εισελθειν και ουκ ισχυσουσιν,0
luke,13.0,25.0,αφ ου αν εγερθη ο οικοδεσποτης και αποκλειση την θυραν και αρξησθε εξω εσταναι και κρουειν την θυραν λεγοντες κυριε κυριε ανοιξον ημιν και αποκριθεις ερει υμιν ουκ οιδα υμας ποθεν εστε,αφ ου αν εγερθη ο οικοδεσποτης και αποκλειση την θυραν και αρξησθε εξω εσταναι και κρουειν την θυραν λεγοντες κυριε κυριε ανοιξον ημιν και αποκριθεις ερει υμιν ουκ οιδα υμας ποθεν εστε,0
luke,13.0,26.0,τοτε αρξεσθε λεγειν εφαγομεν ενωπιον σου και επιομεν και εν ταις πλατειαις ημων εδιδαξας,τοτε αρξεσθε λεγειν εφαγομεν ενωπιον σου και επιομεν και εν ταις πλατειαις ημων εδιδαξας,0
luke,13.0,27.0,και ερει λεγω υμιν ουκ οιδα υμας ποθεν εστε αποστητε απ εμου παντες οι εργαται της αδικιας,και ερει λεγω υμιν ουκ οιδα υμας ποθεν εστε αποστητε απ εμου παντες οι εργαται της αδικιας,0
luke,13.0,28.0,εκει εσται ο κλαυθμος και ο βρυγμος των οδοντων οταν οψησθε αβρααμ και ισαακ και ιακωβ και παντας τους προφητας εν τη βασιλεια του θεου υμας δε εκβαλλομενους εξω,εκει εσται ο κλαυθμος και ο βρυγμος των οδοντων οταν οψησθε αβρααμ και ισαακ και ιακωβ και παντας τους προφητας εν τη βασιλεια του θεου υμας δε εκβαλλομενους εξω,0
luke,13.0,29.0,και ηξουσιν απο ανατολων και δυσμων και απο βορρα και νοτου και ανακλιθησονται εν τη βασιλεια του θεου,και ηξουσιν απο ανατολων και δυσμων και απο βορρα και νοτου και ανακλιθησονται εν τη βασιλεια του θεου,0
luke,13.0,30.0,και ιδου εισιν εσχατοι οι εσονται πρωτοι και εισιν πρωτοι οι εσονται εσχατοι,και ιδου εισιν εσχατοι οι εσονται πρωτοι και εισιν πρωτοι οι εσονται εσχατοι,0
luke,13.0,31.0,εν αυτη τη ημερα προσηλθον τινες φαρισαιοι λεγοντες αυτω εξελθε και πορευου εντευθεν οτι ηρωδης θελει σε αποκτειναι,εν αυτη τη ημερα προσηλθον τινες φαρισαιοι λεγοντες αυτω εξελθε και πορευου εντευθεν οτι ηρωδης θελει σε αποκτειναι,0
luke,13.0,32.0,και ειπεν αυτοις πορευθεντες ειπατε τη αλωπεκι ταυτη ιδου εκβαλλω δαιμονια και ιασεις επιτελω σημερον και αυριον και τη τριτη τελειουμαι,και ειπεν αυτοις πορευθεντες ειπατε τη αλωπεκι ταυτη ιδου εκβαλλω δαιμονια και ιασεις επιτελω σημερον και αυριον και τη τριτη τελειουμαι,0
luke,13.0,33.0,πλην δει με σημερον και αυριον και τη εχομενη πορευεσθαι οτι ουκ ενδεχεται προφητην απολεσθαι εξω ιερουσαλημ,πλην δει με σημερον και αυριον και τη εχομενη πορευεσθαι οτι ουκ ενδεχεται προφητην απολεσθαι εξω ιερουσαλημ,0
luke,13.0,34.0,ιερουσαλημ ιερουσαλημ η αποκτεινουσα τους προφητας και λιθοβολουσα τους απεσταλμενους προς αυτην ποσακις ηθελησα επισυναξαι τα τεκνα σου ον τροπον ορνις την εαυτης νοσσιαν υπο τας πτερυγας και ουκ ηθελησατε,ιερουσαλημ ιερουσαλημ η αποκτεινουσα τους προφητας και λιθοβολουσα τους απεσταλμενους προς αυτην ποσακις ηθελησα επισυναξαι τα τεκνα σου ον τροπον ορνις την εαυτης νοσσιαν υπο τας πτερυγας και ουκ ηθελησατε,0
luke,13.0,35.0,ιδου αφιεται υμιν ο οικος υμων ερημος αμην δε λεγω υμιν οτι ου μη με ιδητε εως αν ηξη οτε ειπητε ευλογημενος ο ερχομενος εν ονοματι κυριου,ιδου αφιεται υμιν ο οικος υμων ερημος αμην δε λεγω υμιν οτι ου μη με ιδητε εως αν ηξη οτε ειπητε ευλογημενος ο ερχομενος εν ονοματι κυριου,0
luke,14.0,1.0,και εγενετο εν τω ελθειν αυτον εις οικον τινος των αρχοντων των φαρισαιων σαββατω φαγειν αρτον και αυτοι ησαν παρατηρουμενοι αυτον,και εγενετο εν τω ελθειν αυτον εις οικον τινος των αρχοντων των φαρισαιων σαββατω φαγειν αρτον και αυτοι ησαν παρατηρουμενοι αυτον,0
luke,14.0,2.0,και ιδου ανθρωπος τις ην υδρωπικος εμπροσθεν αυτου,και ιδου ανθρωπος τις ην υδρωπικος εμπροσθεν αυτου,0
luke,14.0,3.0,και αποκριθεις ο ιησους ειπεν προς τους νομικους και φαρισαιους λεγων ει εξεστιν τω σαββατω θεραπευειν,και αποκριθεις ο ιησους ειπεν προς τους νομικους και φαρισαιους λεγων ει εξεστιν τω σαββατω θεραπευειν,0
luke,14.0,4.0,οι δε ησυχασαν και επιλαβομενος ιασατο αυτον και απελυσεν,οι δε ησυχασαν και επιλαβομενος ιασατο αυτον και απελυσεν,0
luke,14.0,5.0,και αποκριθεις προς αυτους ειπεν τινος υμων ονος η βους εις φρεαρ εμπεσειται και ουκ ευθεως ανασπασει αυτον εν τη ημερα του σαββατου,και αποκριθεις προς αυτους ειπεν τινος υμων ονος η βους εις φρεαρ εμπεσειται και ουκ ευθεως ανασπασει αυτον εν τη ημερα του σαββατου,0
luke,14.0,6.0,και ουκ ισχυσαν ανταποκριθηναι αυτω προς ταυτα,και ουκ ισχυσαν ανταποκριθηναι αυτω προς ταυτα,0
luke,14.0,7.0,ελεγεν δε προς τους κεκλημενους παραβολην επεχων πως τας πρωτοκλισιας εξελεγοντο λεγων προς αυτους,ελεγεν δε προς τους κεκλημενους παραβολην επεχων πως τας πρωτοκλισιας εξελεγοντο λεγων προς αυτους,0
luke,14.0,8.0,οταν κληθης υπο τινος εις γαμους μη κατακλιθης εις την πρωτοκλισιαν μηποτε εντιμοτερος σου η κεκλημενος υπ αυτου,οταν κληθης υπο τινος εις γαμους μη κατακλιθης εις την πρωτοκλισιαν μηποτε εντιμοτερος σου η κεκλημενος υπ αυτου,0
luke,14.0,9.0,και ελθων ο σε και αυτον καλεσας ερει σοι δος τουτω τοπον και τοτε αρξη μετ αισχυνης τον εσχατον τοπον κατεχειν,και ελθων ο σε και αυτον καλεσας ερει σοι δος τουτω τοπον και τοτε αρξη μετ αισχυνης τον εσχατον τοπον κατεχειν,0
luke,14.0,10.0,αλλ οταν κληθης πορευθεις αναπεσον εις τον εσχατον τοπον ινα οταν ελθη ο κεκληκως σε ειπη σοι φιλε προσαναβηθι ανωτερον τοτε εσται σοι δοξα ενωπιον των συνανακειμενων σοι,αλλ οταν κληθης πορευθεις αναπεσον εις τον εσχατον τοπον ινα οταν ελθη ο κεκληκως σε ειπη σοι φιλε προσαναβηθι ανωτερον τοτε εσται σοι δοξα ενωπιον των συνανακειμενων σοι,0
luke,14.0,11.0,οτι πας ο υψων εαυτον ταπεινωθησεται και ο ταπεινων εαυτον υψωθησεται,οτι πας ο υψων εαυτον ταπεινωθησεται και ο ταπεινων εαυτον υψωθησεται,0
luke,14.0,12.0,ελεγεν δε και τω κεκληκοτι αυτον οταν ποιης αριστον η δειπνον μη φωνει τους φιλους σου μηδε τους αδελφους σου μηδε τους συγγενεις σου μηδε γειτονας πλουσιους μηποτε και αυτοι σε αντικαλεσωσιν και γενηται σοι ανταποδομα,ελεγεν δε και τω κεκληκοτι αυτον οταν ποιης αριστον η δειπνον μη φωνει τους φιλους σου μηδε τους αδελφους σου μηδε τους συγγενεις σου μηδε γειτονας πλουσιους μηποτε και αυτοι σε αντικαλεσωσιν και γενηται σοι ανταποδομα,0
luke,14.0,13.0,αλλ οταν ποιης δοχην καλει πτωχους αναπηρους χωλους τυφλους,αλλ οταν ποιης δοχην καλει πτωχους αναπηρους χωλους τυφλους,0
luke,14.0,14.0,και μακαριος εση οτι ουκ εχουσιν ανταποδουναι σοι ανταποδοθησεται γαρ σοι εν τη αναστασει των δικαιων,και μακαριος εση οτι ουκ εχουσιν ανταποδουναι σοι ανταποδοθησεται γαρ σοι εν τη αναστασει των δικαιων,0
luke,14.0,15.0,ακουσας δε τις των συνανακειμενων ταυτα ειπεν αυτω μακαριος ος φαγεται αρτον εν τη βασιλεια του θεου,ακουσας δε τις των συνανακειμενων ταυτα ειπεν αυτω μακαριος ος φαγεται αρτον εν τη βασιλεια του θεου,0
luke,14.0,16.0,ο δε ειπεν αυτω ανθρωπος τις εποιησεν δειπνον μεγα και εκαλεσεν πολλους,ο δε ειπεν αυτω ανθρωπος τις εποιησεν δειπνον μεγα και εκαλεσεν πολλους,0
luke,14.0,17.0,και απεστειλεν τον δουλον αυτου τη ωρα του δειπνου ειπειν τοις κεκλημενοις ερχεσθε οτι ηδη ετοιμα εστιν παντα,και απεστειλεν τον δουλον αυτου τη ωρα του δειπνου ειπειν τοις κεκλημενοις ερχεσθε οτι ηδη ετοιμα εστιν παντα,0
luke,14.0,18.0,και ηρξαντο απο μιας παραιτεισθαι παντες ο πρωτος ειπεν αυτω αγρον ηγορασα και εχω αναγκην εξελθειν και ιδειν αυτον ερωτω σε εχε με παρητημενον,και ηρξαντο απο μιας παραιτεισθαι παντες ο πρωτος ειπεν αυτω αγρον ηγορασα και εχω αναγκην εξελθειν και ιδειν αυτον ερωτω σε εχε με παρητημενον,0
luke,14.0,19.0,και ετερος ειπεν ζευγη βοων ηγορασα πεντε και πορευομαι δοκιμασαι αυτα ερωτω σε εχε με παρητημενον,και ετερος ειπεν ζευγη βοων ηγορασα πεντε και πορευομαι δοκιμασαι αυτα ερωτω σε εχε με παρητημενον,0
luke,14.0,20.0,και ετερος ειπεν γυναικα εγημα και δια τουτο ου δυναμαι ελθειν,και ετερος ειπεν γυναικα εγημα και δια τουτο ου δυναμαι ελθειν,0
luke,14.0,21.0,και παραγενομενος ο δουλος εκεινος απηγγειλεν τω κυριω αυτου ταυτα τοτε οργισθεις ο οικοδεσποτης ειπεν τω δουλω αυτου εξελθε ταχεως εις τας πλατειας και ρυμας της πολεως και τους πτωχους και αναπηρους και χωλους και τυφλους εισαγαγε ωδε,και παραγενομενος ο δουλος εκεινος απηγγειλεν τω κυριω αυτου ταυτα τοτε οργισθεις ο οικοδεσποτης ειπεν τω δουλω αυτου εξελθε ταχεως εις τας πλατειας και ρυμας της πολεως και τους πτωχους και αναπηρους και χωλους και τυφλους εισαγαγε ωδε,0
luke,14.0,22.0,και ειπεν ο δουλος κυριε γεγονεν ως επεταξας και ετι τοπος εστιν,και ειπεν ο δουλος κυριε γεγονεν ως επεταξας και ετι τοπος εστιν,0
luke,14.0,23.0,και ειπεν ο κυριος προς τον δουλον εξελθε εις τας οδους και φραγμους και αναγκασον εισελθειν ινα γεμισθη ο οικος μου,και ειπεν ο κυριος προς τον δουλον εξελθε εις τας οδους και φραγμους και αναγκασον εισελθειν ινα γεμισθη ο οικος μου,0
luke,14.0,24.0,λεγω γαρ υμιν οτι ουδεις των ανδρων εκεινων των κεκλημενων γευσεται μου του δειπνου,λεγω γαρ υμιν οτι ουδεις των ανδρων εκεινων των κεκλημενων γευσεται μου του δειπνου,0
luke,14.0,25.0,συνεπορευοντο δε αυτω οχλοι πολλοι και στραφεις ειπεν προς αυτους,συνεπορευοντο δε αυτω οχλοι πολλοι και στραφεις ειπεν προς αυτους,0
luke,14.0,26.0,ει τις ερχεται προς με και ου μισει τον πατερα εαυτου και την μητερα και την γυναικα και τα τεκνα και τους αδελφους και τας αδελφας ετι δε και την εαυτου ψυχην ου δυναται μου μαθητης ειναι,ει τις ερχεται προς με και ου μισει τον πατερα εαυτου και την μητερα και την γυναικα και τα τεκνα και τους αδελφους και τας αδελφας ετι δε και την εαυτου ψυχην ου δυναται μου μαθητης ειναι,0
luke,14.0,27.0,και οστις ου βασταζει τον σταυρον αυτου και ερχεται οπισω μου ου δυναται μου ειναι μαθητης,και οστις ου βασταζει τον σταυρον αυτου και ερχεται οπισω μου ου δυναται μου ειναι μαθητης,0
luke,14.0,28.0,τις γαρ εξ υμων θελων πυργον οικοδομησαι ουχι πρωτον καθισας ψηφιζει την δαπανην ει εχει τα προς απαρτισμον,τις γαρ εξ υμων θελων πυργον οικοδομησαι ουχι πρωτον καθισας ψηφιζει την δαπανην ει εχει τα προς απαρτισμον,0
luke,14.0,29.0,ινα μηποτε θεντος αυτου θεμελιον και μη ισχυοντος εκτελεσαι παντες οι θεωρουντες αρξωνται εμπαιζειν αυτω,ινα μηποτε θεντος αυτου θεμελιον και μη ισχυοντος εκτελεσαι παντες οι θεωρουντες αρξωνται εμπαιζειν αυτω,0
luke,14.0,30.0,λεγοντες οτι ουτος ο ανθρωπος ηρξατο οικοδομειν και ουκ ισχυσεν εκτελεσαι,λεγοντες οτι ουτος ο ανθρωπος ηρξατο οικοδομειν και ουκ ισχυσεν εκτελεσαι,0
luke,14.0,31.0,η τις βασιλευς πορευομενος συμβαλειν ετερω βασιλει εις πολεμον ουχι καθισας πρωτον βουλευεται ει δυνατος εστιν εν δεκα χιλιασιν απαντησαι τω μετα εικοσι χιλιαδων ερχομενω επ αυτον,η τις βασιλευς πορευομενος συμβαλειν ετερω βασιλει εις πολεμον ουχι καθισας πρωτον βουλευεται ει δυνατος εστιν εν δεκα χιλιασιν απαντησαι τω μετα εικοσι χιλιαδων ερχομενω επ αυτον,0
luke,14.0,32.0,ει δε μηγε ετι αυτου πορρω οντος πρεσβειαν αποστειλας ερωτα τα προς ειρηνην,ει δε μηγε ετι αυτου πορρω οντος πρεσβειαν αποστειλας ερωτα τα προς ειρηνην,0
luke,14.0,33.0,ουτως ουν πας εξ υμων ος ουκ αποτασσεται πασιν τοις εαυτου υπαρχουσιν ου δυναται μου ειναι μαθητης,ουτως ουν πας εξ υμων ος ουκ αποτασσεται πασιν τοις εαυτου υπαρχουσιν ου δυναται μου ειναι μαθητης,0
luke,14.0,34.0,καλον το αλας εαν δε το αλας μωρανθη εν τινι αρτυθησεται,καλον το αλας εαν δε το αλας μωρανθη εν τινι αρτυθησεται,0
luke,14.0,35.0,ουτε εις γην ουτε εις κοπριαν ευθετον εστιν εξω βαλλουσιν αυτο ο εχων ωτα ακουειν ακουετω,ουτε εις γην ουτε εις κοπριαν ευθετον εστιν εξω βαλλουσιν αυτο ο εχων ωτα ακουειν ακουετω,0
luke,15.0,1.0,ησαν δε εγγιζοντες αυτω παντες οι τελωναι και οι αμαρτωλοι ακουειν αυτου,ησαν δε εγγιζοντες αυτω παντες οι τελωναι και οι αμαρτωλοι ακουειν αυτου,0
luke,15.0,2.0,και διεγογγυζον οι φαρισαιοι και οι γραμματεις λεγοντες οτι ουτος αμαρτωλους προσδεχεται και συνεσθιει αυτοις,και διεγογγυζον οι φαρισαιοι και οι γραμματεις λεγοντες οτι ουτος αμαρτωλους προσδεχεται και συνεσθιει αυτοις,0
luke,15.0,3.0,ειπεν δε προς αυτους την παραβολην ταυτην λεγων,ειπεν δε προς αυτους την παραβολην ταυτην λεγων,0
luke,15.0,4.0,τις ανθρωπος εξ υμων εχων εκατον προβατα και απολεσας εν εξ αυτων ου καταλειπει τα εννενηκονταεννεα εν τη ερημω και πορευεται επι το απολωλος εως ευρη αυτο,τις ανθρωπος εξ υμων εχων εκατον προβατα και απολεσας εν εξ αυτων ου καταλειπει τα εννενηκονταεννεα εν τη ερημω και πορευεται επι το απολωλος εως ευρη αυτο,0
luke,15.0,5.0,και ευρων επιτιθησιν επι τους ωμους εαυτου χαιρων,και ευρων επιτιθησιν επι τους ωμους εαυτου χαιρων,0
luke,15.0,6.0,και ελθων εις τον οικον συγκαλει τους φιλους και τους γειτονας λεγων αυτοις συγχαρητε μοι οτι ευρον το προβατον μου το απολωλος,και ελθων εις τον οικον συγκαλει τους φιλους και τους γειτονας λεγων αυτοις συγχαρητε μοι οτι ευρον το προβατον μου το απολωλος,0
luke,15.0,7.0,λεγω υμιν οτι ουτως χαρα εσται εν τω ουρανω επι ενι αμαρτωλω μετανοουντι η επι εννενηκονταεννεα δικαιοις οιτινες ου χρειαν εχουσιν μετανοιας,λεγω υμιν οτι ουτως χαρα εσται εν τω ουρανω επι ενι αμαρτωλω μετανοουντι η επι εννενηκονταεννεα δικαιοις οιτινες ου χρειαν εχουσιν μετανοιας,0
luke,15.0,8.0,η τις γυνη δραχμας εχουσα δεκα εαν απολεση δραχμην μιαν ουχι απτει λυχνον και σαροι την οικιαν και ζητει επιμελως εως οτου ευρη,η τις γυνη δραχμας εχουσα δεκα εαν απολεση δραχμην μιαν ουχι απτει λυχνον και σαροι την οικιαν και ζητει επιμελως εως οτου ευρη,0
luke,15.0,9.0,και ευρουσα συγκαλειται τας φιλας και τας γειτονας λεγουσα συγχαρητε μοι οτι ευρον την δραχμην ην απωλεσα,και ευρουσα συγκαλειται τας φιλας και τας γειτονας λεγουσα συγχαρητε μοι οτι ευρον την δραχμην ην απωλεσα,0
luke,15.0,10.0,ουτως λεγω υμιν χαρα γινεται ενωπιον των αγγελων του θεου επι ενι αμαρτωλω μετανοουντι,ουτως λεγω υμιν χαρα γινεται ενωπιον των αγγελων του θεου επι ενι αμαρτωλω μετανοουντι,0
luke,15.0,11.0,ειπεν δε ανθρωπος τις ειχεν δυο υιους,ειπεν δε ανθρωπος τις ειχεν δυο υιους,0
luke,15.0,12.0,και ειπεν ο νεωτερος αυτων τω πατρι πατερ δος μοι το επιβαλλον μερος της ουσιας και διειλεν αυτοις τον βιον,και ειπεν ο νεωτερος αυτων τω πατρι πατερ δος μοι το επιβαλλον μερος της ουσιας και διειλεν αυτοις τον βιον,0
luke,15.0,13.0,και μετ ου πολλας ημερας συναγαγων απαντα ο νεωτερος υιος απεδημησεν εις χωραν μακραν και εκει διεσκορπισεν την ουσιαν αυτου ζων ασωτως,και μετ ου πολλας ημερας συναγαγων απαντα ο νεωτερος υιος απεδημησεν εις χωραν μακραν και εκει διεσκορπισεν την ουσιαν αυτου ζων ασωτως,0
luke,15.0,14.0,δαπανησαντος δε αυτου παντα εγενετο λιμος ισχυρος κατα την χωραν εκεινην και αυτος ηρξατο υστερεισθαι,δαπανησαντος δε αυτου παντα εγενετο λιμος ισχυρος κατα την χωραν εκεινην και αυτος ηρξατο υστερεισθαι,0
luke,15.0,15.0,και πορευθεις εκολληθη ενι των πολιτων της χωρας εκεινης και επεμψεν αυτον εις τους αγρους αυτου βοσκειν χοιρους,και πορευθεις εκολληθη ενι των πολιτων της χωρας εκεινης και επεμψεν αυτον εις τους αγρους αυτου βοσκειν χοιρους,0
luke,15.0,16.0,και επεθυμει γεμισαι την κοιλιαν αυτου απο των κερατιων ων ησθιον οι χοιροι και ουδεις εδιδου αυτω,και επεθυμει γεμισαι την κοιλιαν αυτου απο των κερατιων ων ησθιον οι χοιροι και ουδεις εδιδου αυτω,0
luke,15.0,17.0,εις εαυτον δε ελθων ειπεν ποσοι μισθιοι του πατρος μου περισσευουσιν αρτων εγω δε λιμω απολλυμαι,εις εαυτον δε ελθων ειπεν ποσοι μισθιοι του πατρος μου περισσευουσιν αρτων εγω δε λιμω απολλυμαι,0
luke,15.0,18.0,αναστας πορευσομαι προς τον πατερα μου και ερω αυτω πατερ ημαρτον εις τον ουρανον και ενωπιον σου,αναστας πορευσομαι προς τον πατερα μου και ερω αυτω πατερ ημαρτον εις τον ουρανον και ενωπιον σου,0
luke,15.0,19.0,και ουκετι ειμι αξιος κληθηναι υιος σου ποιησον με ως ενα των μισθιων σου,και ουκετι ειμι αξιος κληθηναι υιος σου ποιησον με ως ενα των μισθιων σου,0
luke,15.0,20.0,και αναστας ηλθεν προς τον πατερα εαυτου ετι δε αυτου μακραν απεχοντος ειδεν αυτον ο πατηρ αυτου και εσπλαγχνισθη και δραμων επεπεσεν επι τον τραχηλον αυτου και κατεφιλησεν αυτον,και αναστας ηλθεν προς τον πατερα εαυτου ετι δε αυτου μακραν απεχοντος ειδεν αυτον ο πατηρ αυτου και εσπλαγχνισθη και δραμων επεπεσεν επι τον τραχηλον αυτου και κατεφιλησεν αυτον,0
luke,15.0,21.0,ειπεν δε αυτω ο υιος πατερ ημαρτον εις τον ουρανον και ενωπιον σου και ουκετι ειμι αξιος κληθηναι υιος σου,ειπεν δε αυτω ο υιος πατερ ημαρτον εις τον ουρανον και ενωπιον σου και ουκετι ειμι αξιος κληθηναι υιος σου,0
luke,15.0,22.0,ειπεν δε ο πατηρ προς τους δουλους αυτου εξενεγκατε την στολην την πρωτην και ενδυσατε αυτον και δοτε δακτυλιον εις την χειρα αυτου και υποδηματα εις τους ποδας,ειπεν δε ο πατηρ προς τους δουλους αυτου εξενεγκατε την στολην την πρωτην και ενδυσατε αυτον και δοτε δακτυλιον εις την χειρα αυτου και υποδηματα εις τους ποδας,0
luke,15.0,23.0,και ενεγκαντες τον μοσχον τον σιτευτον θυσατε και φαγοντες ευφρανθωμεν,και ενεγκαντες τον μοσχον τον σιτευτον θυσατε και φαγοντες ευφρανθωμεν,0
luke,15.0,24.0,οτι ουτος ο υιος μου νεκρος ην και ανεζησεν και απολωλως ην και ευρεθη και ηρξαντο ευφραινεσθαι,οτι ουτος ο υιος μου νεκρος ην και ανεζησεν και απολωλως ην και ευρεθη και ηρξαντο ευφραινεσθαι,0
luke,15.0,25.0,ην δε ο υιος αυτου ο πρεσβυτερος εν αγρω και ως ερχομενος ηγγισεν τη οικια ηκουσεν συμφωνιας και χορων,ην δε ο υιος αυτου ο πρεσβυτερος εν αγρω και ως ερχομενος ηγγισεν τη οικια ηκουσεν συμφωνιας και χορων,0
luke,15.0,26.0,και προσκαλεσαμενος ενα των παιδων επυνθανετο τι ειη ταυτα,και προσκαλεσαμενος ενα των παιδων επυνθανετο τι ειη ταυτα,0
luke,15.0,27.0,ο δε ειπεν αυτω οτι ο αδελφος σου ηκει και εθυσεν ο πατηρ σου τον μοσχον τον σιτευτον οτι υγιαινοντα αυτον απελαβεν,ο δε ειπεν αυτω οτι ο αδελφος σου ηκει και εθυσεν ο πατηρ σου τον μοσχον τον σιτευτον οτι υγιαινοντα αυτον απελαβεν,0
luke,15.0,28.0,ωργισθη δε και ουκ ηθελεν εισελθειν ο ουν πατηρ αυτου εξελθων παρεκαλει αυτον,ωργισθη δε και ουκ ηθελεν εισελθειν ο ουν πατηρ αυτου εξελθων παρεκαλει αυτον,0
luke,15.0,29.0,ο δε αποκριθεις ειπεν τω πατρι ιδου τοσαυτα ετη δουλευω σοι και ουδεποτε εντολην σου παρηλθον και εμοι ουδεποτε εδωκας εριφον ινα μετα των φιλων μου ευφρανθω,ο δε αποκριθεις ειπεν τω πατρι ιδου τοσαυτα ετη δουλευω σοι και ουδεποτε εντολην σου παρηλθον και εμοι ουδεποτε εδωκας εριφον ινα μετα των φιλων μου ευφρανθω,0
luke,15.0,30.0,οτε δε ο υιος σου ουτος ο καταφαγων σου τον βιον μετα πορνων ηλθεν εθυσας αυτω τον μοσχον τον σιτευτον,οτε δε ο υιος σου ουτος ο καταφαγων σου τον βιον μετα πορνων ηλθεν εθυσας αυτω τον μοσχον τον σιτευτον,0
luke,15.0,31.0,ο δε ειπεν αυτω τεκνον συ παντοτε μετ εμου ει και παντα τα εμα σα εστιν,ο δε ειπεν αυτω τεκνον συ παντοτε μετ εμου ει και παντα τα εμα σα εστιν,0
luke,15.0,32.0,ευφρανθηναι δε και χαρηναι εδει οτι ο αδελφος σου ουτος νεκρος ην και ανεζησεν και απολωλως ην και ευρεθη,ευφρανθηναι δε και χαρηναι εδει οτι ο αδελφος σου ουτος νεκρος ην και ανεζησεν και απολωλως ην και ευρεθη,0
luke,16.0,1.0,ελεγεν δε και προς τους μαθητας αυτου ανθρωπος τις ην πλουσιος ος ειχεν οικονομον και ουτος διεβληθη αυτω ως διασκορπιζων τα υπαρχοντα αυτου,ελεγεν δε και προς τους μαθητας αυτου ανθρωπος τις ην πλουσιος ος ειχεν οικονομον και ουτος διεβληθη αυτω ως διασκορπιζων τα υπαρχοντα αυτου,0
luke,16.0,2.0,και φωνησας αυτον ειπεν αυτω τι τουτο ακουω περι σου αποδος τον λογον της οικονομιας σου ου γαρ δυνηση ετι οικονομειν,και φωνησας αυτον ειπεν αυτω τι τουτο ακουω περι σου αποδος τον λογον της οικονομιας σου ου γαρ δυνηση ετι οικονομειν,0
luke,16.0,3.0,ειπεν δε εν εαυτω ο οικονομος τι ποιησω οτι ο κυριος μου αφαιρειται την οικονομιαν απ εμου σκαπτειν ουκ ισχυω επαιτειν αισχυνομαι,ειπεν δε εν εαυτω ο οικονομος τι ποιησω οτι ο κυριος μου αφαιρειται την οικονομιαν απ εμου σκαπτειν ουκ ισχυω επαιτειν αισχυνομαι,0
luke,16.0,4.0,εγνων τι ποιησω ινα οταν μετασταθω της οικονομιας δεξωνται με εις τους οικους αυτων,εγνων τι ποιησω ινα οταν μετασταθω της οικονομιας δεξωνται με εις τους οικους αυτων,0
luke,16.0,5.0,και προσκαλεσαμενος ενα εκαστον των χρεωφειλετων του κυριου εαυτου ελεγεν τω πρωτω ποσον οφειλεις τω κυριω μου,και προσκαλεσαμενος ενα εκαστον των χρεωφειλετων του κυριου εαυτου ελεγεν τω πρωτω ποσον οφειλεις τω κυριω μου,0
